a,V1,V2,c1,c2,s1,s2
14.75,-41.4861238398625,-41.2184059661375,1.479452690883,1.49228983275861,-0.531952690883001,-0.144789832758613
14.83203125,-41.4487361101907,-41.1816569699039,1.48123893026467,1.49405616565522,-0.532918617764672,-0.145735853155224
14.9140625,-41.4114382480475,-41.1449945825574,1.48302234608211,1.49581985619229,-0.533881721082114,-0.146679231192291
14.99609375,-41.3742297895981,-41.1084183703619,1.48480296441501,1.49758092791806,-0.534842026915006,-0.147619990418061
15.078125,-41.3371102753533,-41.0719279035005,1.48658081097405,1.49933940405658,-0.53579956097405,-0.148558154056585
15.16015625,-41.3000792501069,-41.0355227560209,1.48835591110505,1.50109530751658,-0.536754348605054,-0.149493745016577
15.2421875,-41.2631362628747,-40.9992025057831,1.49012828979922,1.50284866089685,-0.537706414799223,-0.150426785896851
15.32421875,-41.2262808668343,-40.962966734406,1.49189797169736,1.50459948649115,-0.538655784197364,-0.15135729899115
15.40625,-41.189512619266,-40.9268150272168,1.49366498109816,1.50634780629458,-0.539602481098161,-0.152285306294579
15.48828125,-41.1528310814951,-40.8907469732007,1.4954293419631,1.50809364200846,-0.540546529463095,-0.15321082950846
15.5703125,-41.1162358188353,-40.8547621649512,1.49719107792472,1.5098370150461,-0.541487952924715,-0.154133890046097
15.65234375,-41.0797264005333,-40.8188601986216,1.49895021229141,1.51157794653821,-0.542426774791405,-0.15505450903821
15.734375,-41.0433023997138,-40.7830406738776,1.50070676805426,1.51331645733741,-0.543363018054258,-0.155972707337408
15.81640625,-41.0069633933261,-40.7473031938507,1.50246076789164,1.51505256802337,-0.544296705391638,-0.156888505523373
15.8984375,-40.9707089620919,-40.7116473650918,1.50421223417728,1.51678629890785,-0.545227859177283,-0.157801923907854
15.98046875,-40.9345386904537,-40.6760727975264,1.50596118898319,1.51851767003929,-0.546156501483191,-0.158712982539285
16.0625,-40.8984521665238,-40.6405791044108,1.50770765408815,1.52024670120868,-0.547082654088151,-0.159621701208684
16.14453125,-40.8624489820351,-40.6051659022877,1.50945165097927,1.52197341195136,-0.548006338479268,-0.160528099451363
16.2265625,-40.8265287322925,-40.5698328109444,1.51119320086128,1.52369782155369,-0.548927575861281,-0.161432196553694
16.30859375,-40.7906910161245,-40.5345794533703,1.51293232465863,1.52541994905757,-0.549846387158633,-0.162334011557572
16.390625,-40.7549354358369,-40.4994054557159,1.51466904302303,1.52713981326252,-0.550762793023025,-0.163233563262519
16.47265625,-40.7192615971661,-40.4643104472525,1.51640337633529,1.52885743273269,-0.55167681383529,-0.164130870232685
16.5546875,-40.6836691092344,-40.4292940603319,1.51813534471269,1.53057282579825,-0.552588469712687,-0.165025950798254
16.63671875,-40.6481575845051,-40.394355930348,1.51986496801285,1.53228601056175,-0.553497780512849,-0.165918823061747
16.71875,-40.6127266387392,-40.3594956956979,1.52159226583781,1.53399700489991,-0.554404765837814,-0.16680950489991
16.80078125,-40.5773758909521,-40.3247129977444,1.52331725753893,1.5357058264695,-0.555309445038926,-0.167698013969503
